Peak value tool,Peak value screw,Cylinder heating zone 1,Cylinder heating zone 2,Cylinder heating zone 3,Cylinder heating zone 4,Maximum injection pressure,Switch-over pressure,Peak value of mould,Peak value of ejector,Cycle time,Dosing time,Injection time,Mould protection time,Temperature of feed yoke,Material cushion,Switch-over volume,Cylinder heating zone 5,ground_truth
798.646,119.909,214.3,214.6,221.3,225.1,2198.55,1853.4,2.954,0.148,24.34,2.048,0.454,0.656,43.5,25.83,44.969,229.8,1
798.646,119.909,214.1,214.6,221.1,225.1,2202.63,1829.6,3.05,0.146,24.396,2.066,0.454,0.654,43.7,26.335,44.948,229.8,1
799.015,119.909,214.6,214.5,220.8,225.1,2191.459,1811.628,3.238,0.148,24.34,2.048,0.454,0.658,43.7,26.554,44.953,229.8,1
799.015,119.909,214.6,214.5,220.8,225.1,2191.459,1811.628,3.238,0.148,24.34,2.048,0.454,0.658,43.7,26.554,44.953,229.8,1
799.384,119.909,214.8,214.6,220.8,225.1,2198.162,1798.708,3.822,0.156,24.34,2.072,0.454,0.654,43.9,27.049,44.964,229.8,1
799.384,119.909,214.8,214.6,220.8,225.1,2198.162,1798.708,3.822,0.156,24.34,2.072,0.454,0.654,43.9,27.049,44.964,229.8,1
799.2,119.909,214.8,214.8,220.8,225,2179.024,1780.542,2.838,0.154,24.338,2.068,0.452,0.656,44,27.339,44.989,229.8,1
799.569,119.909,215,215.1,220.6,225,2198.065,1782.096,3.184,0.154,24.338,2.062,0.452,0.654,44.2,27.477,44.994,229.8,1
799.569,119.909,215,215.1,220.6,225,2198.065,1782.096,3.184,0.154,24.338,2.062,0.452,0.654,44.2,27.477,44.994,229.8,1
799.569,119.909,215.1,214.8,220.6,225,2187.865,1773.936,3.428,0.154,24.338,2.046,0.452,0.656,44.4,27.365,44.979,229.8,1
799.569,119.909,215.1,214.8,220.6,225,2187.865,1773.936,3.428,0.154,24.338,2.046,0.452,0.656,44.4,27.365,44.979,229.8,1
799.2,119.909,215.1,215.1,220.6,225,2199.425,1815.902,2.884,0.154,24.34,2.016,0.454,0.654,44.5,26.891,44.969,229.8,1
799.384,119.909,214.8,215,220.6,225,2185.824,1815.805,3.492,0.152,24.338,2.052,0.452,0.656,44.5,27.003,44.999,229.8,1
799.384,119.909,214.8,215,220.6,225,2185.824,1815.805,3.492,0.152,24.338,2.052,0.452,0.656,44.5,27.003,44.999,229.8,1
799.569,119.909,215.1,215,220.6,225,2187.767,1801.234,3.424,0.144,24.338,2.034,0.452,0.654,44.7,26.865,44.989,230,1
799.569,119.909,215.1,215,220.6,225,2187.767,1801.234,3.424,0.144,24.338,2.034,0.452,0.654,44.7,26.865,44.989,230,1
799.569,119.909,215.1,215,220.5,225,2181.162,1808.714,3.296,0.144,24.338,2.046,0.452,0.654,44.9,26.962,44.994,230,1
799.569,119.909,214.8,215,220.5,225,2195.15,1816,3.154,0.144,24.34,2.038,0.454,0.656,45,26.967,44.974,229.8,1
799.569,119.909,214.8,215,220.5,225,2195.15,1816,3.154,0.144,24.34,2.038,0.454,0.656,45,26.967,44.974,229.8,1
799.569,119.909,214.6,214.8,220.3,225,2196.802,1792.685,2.764,0.15,24.34,2.068,0.454,0.658,45,27.329,44.989,229.8,1
800.122,119.909,214.8,214.8,220.3,225,2193.305,1782.291,3.026,0.148,24.338,2.086,0.452,0.658,45.2,27.89,44.948,229.8,1
800.122,119.909,214.8,214.8,220.3,225,2193.305,1782.291,3.026,0.148,24.338,2.086,0.452,0.658,45.2,27.89,44.948,229.8,1
800.122,119.909,215.1,214.8,220.1,225,2187.67,1738.673,3.336,0.148,24.338,2.096,0.452,0.658,45.4,28.598,44.984,229.8,1
800.122,119.909,215.1,214.8,220.1,225,2187.67,1738.673,3.336,0.148,24.338,2.096,0.452,0.658,45.4,28.598,44.984,229.8,0
799.938,119.909,215,215.1,220.1,225,2190.876,1764.416,3.084,0.148,24.34,2.006,0.454,0.654,45.5,27.777,44.959,229.8,0
800.122,119.909,215,215,220.1,225,2198.356,1769.759,3.058,0.146,24.34,2.06,0.454,0.656,45.7,27.94,44.953,229.8,0
800.122,119.909,215,215,220.1,225,2198.356,1769.759,3.058,0.146,24.34,2.06,0.454,0.656,45.7,27.94,44.953,229.8,1
799.938,119.909,215.1,215.1,220.1,225,2168.727,1775.879,3.28,0.154,24.336,2.032,0.45,0.658,45.7,27.63,44.999,229.8,1
799.938,119.909,215.1,215.1,220.1,225,2168.727,1775.879,3.28,0.154,24.336,2.032,0.45,0.658,45.7,27.63,44.999,229.8,0
799.938,119.909,215.1,215.1,220.1,224.8,2199.813,1770.245,3.706,0.146,24.34,2.058,0.454,0.658,45.9,27.849,44.964,229.8,1
799.938,119.909,215,215,220.1,224.8,2184.173,1778.016,3.718,0.146,24.338,2.028,0.452,0.658,46,27.472,44.948,229.8,0
799.938,119.909,215,215,220.1,224.8,2184.173,1778.016,3.718,0.146,24.338,2.028,0.452,0.658,46,27.472,44.948,229.8,1
800.122,119.909,215.1,214.8,220.1,224.8,2198.745,1767.428,3.134,0.154,24.34,2.064,0.454,0.656,46,27.772,44.989,229.8,1
800.122,119.909,215.1,214.8,220.1,224.8,2198.745,1767.428,3.134,0.154,24.34,2.064,0.454,0.656,46,27.772,44.989,229.8,1
799.938,119.909,215.1,215,220.1,224.8,2195.83,1772.285,3.032,0.152,24.34,2.028,0.454,0.654,46.2,27.487,44.979,229.8,0
799.938,119.909,214.8,214.8,220.1,224.8,2200.105,1785.011,3.08,0.15,24.34,2.056,0.454,0.652,46.2,27.614,44.979,230,0
799.938,119.909,214.8,214.8,220.1,224.8,2200.105,1785.011,3.08,0.15,24.34,2.056,0.454,0.652,46.2,27.614,44.979,230,0
800.307,119.909,214.8,214.8,220,224.8,2184.853,1782.874,3.278,0.148,24.338,2.048,0.452,0.65,46.4,27.706,44.948,229.8,0
800.307,119.909,214.8,214.8,220,224.8,2184.853,1782.874,3.278,0.148,24.338,2.048,0.452,0.65,46.4,27.706,44.948,229.8,0
800.122,119.909,215,215,220.1,225,2197.579,1784.136,3.416,0.148,24.34,2.048,0.454,0.654,46.5,27.833,44.943,229.8,1
800.307,119.909,214.8,214.8,220,225,2193.985,1769.079,3.416,0.146,24.338,2.034,0.452,0.656,46.5,27.732,44.994,229.8,1
800.307,119.909,214.8,214.8,220,225,2193.985,1769.079,3.416,0.146,24.338,2.034,0.452,0.656,46.5,27.732,44.994,229.8,1
800.675,119.909,216.8,215.8,219.1,224.6,2204.379,1778.794,2.854,0.152,24.322,2.058,0.454,0.656,46.9,27.879,44.969,230,1
800.675,119.909,216.8,215.8,219.1,224.6,2204.379,1778.794,2.854,0.152,24.322,2.058,0.454,0.656,46.9,27.879,44.969,230,0
800.122,119.909,216.3,215.8,219.1,225,2197.19,1804.537,3.766,0.15,24.34,2.292,0.454,0.656,47.2,28.603,44.943,230,0
800.122,119.909,216.3,215.8,219.1,225,2197.19,1804.537,3.766,0.15,24.34,2.292,0.454,0.656,47.2,28.603,44.943,230,0
800.122,119.909,215.8,215.6,219.3,225.3,2198.453,1782.679,3.194,0.148,24.34,2.004,0.454,0.654,47.2,27.854,44.979,230,0
800.122,119.909,215.8,215.6,219.3,225.3,2198.453,1782.679,3.194,0.148,24.34,2.004,0.454,0.654,47.2,27.854,44.979,230,0
799.753,119.909,215.1,215.6,219.5,225.3,2194.762,1801.039,3.11,0.146,24.338,2.016,0.452,0.654,47.4,27.487,44.994,230,0
799.753,119.909,215.1,215.6,219.5,225.3,2194.762,1801.039,3.11,0.146,24.338,2.016,0.452,0.654,47.4,27.487,44.994,230,1
800.122,119.909,214.5,215.3,219.5,225.3,2209.722,1795.891,3.406,0.146,24.34,2.092,0.454,0.656,47.5,28.2,44.964,230,1
800.122,119.909,214.5,215.3,219.5,225.3,2209.722,1795.891,3.406,0.146,24.34,2.092,0.454,0.656,47.5,28.2,44.964,230,1
800.307,119.909,214.5,215.1,219.6,225.1,2185.824,1758.005,3.086,0.146,24.338,2.058,0.452,0.656,47.5,28.445,44.984,230,1
800.307,119.909,214.5,215.1,219.6,225.1,2185.824,1758.005,3.086,0.146,24.338,2.058,0.452,0.656,47.5,28.445,44.984,230,1
800.122,119.909,214.5,215,219.6,225,2198.647,1750.136,2.718,0.154,24.338,2.044,0.452,0.654,47.7,28.639,44.964,230,1
800.122,119.909,214.5,215,219.6,225,2198.647,1750.136,2.718,0.154,24.338,2.044,0.452,0.654,47.7,28.639,44.964,230,1
800.122,119.909,214.3,215,219.6,225,2181.259,1758.685,3.206,0.146,24.338,2.04,0.452,0.654,47.7,28.511,44.984,229.8,1
800.122,119.909,214.3,215,219.6,225,2181.259,1758.685,3.206,0.146,24.338,2.04,0.452,0.654,47.7,28.511,44.984,229.8,1
800.122,119.909,214.3,215,219.8,225,2195.733,1752.079,2.798,0.146,24.338,2.056,0.452,0.654,47.9,28.644,44.999,229.8,1
800.491,119.909,214.5,214.8,219.8,225,2169.796,1727.793,3.256,0.146,24.336,2.046,0.45,0.656,47.9,28.649,44.953,229.8,1
800.491,119.909,214.5,214.8,219.8,225,2169.796,1727.793,3.256,0.146,24.336,2.046,0.45,0.656,47.9,28.649,44.953,229.8,1
800.307,119.909,214.6,214.8,219.8,225.1,2191.556,1751.593,3.174,0.146,24.364,2.034,0.454,0.656,47.9,28.501,44.948,229.8,1
800.307,119.909,214.6,214.8,219.8,225.1,2191.556,1751.593,3.174,0.146,24.364,2.034,0.454,0.656,47.9,28.501,44.948,229.8,0
800.675,119.909,214.5,215,220,225.1,2196.025,1749.165,3.31,0.15,24.34,2.032,0.454,0.652,47.7,28.292,44.999,230,0
800.307,119.909,214.6,214.8,220,225.1,2167.659,1738.188,3.676,0.148,24.336,2.044,0.45,0.654,47.7,28.374,44.969,229.8,1
800.307,119.909,214.6,214.8,220,225.1,2167.659,1738.188,3.676,0.148,24.336,2.044,0.45,0.654,47.7,28.374,44.969,229.8,1
800.307,119.909,214.8,214.8,220,225,2169.116,1754.119,3.128,0.15,24.342,2.032,0.452,0.656,47.5,28.175,44.964,229.8,1
800.307,119.909,214.8,214.8,220,225,2169.116,1754.119,3.128,0.15,24.342,2.032,0.452,0.656,47.5,28.175,44.964,229.8,1
800.675,119.909,214.6,214.8,220.1,225,2201.562,1759.462,2.902,0.146,24.34,2.06,0.454,0.656,47.2,28.348,44.979,229.8,1
800.491,119.909,214.5,214.8,220.1,224.8,2196.122,1765.485,3.13,0.146,24.338,2.036,0.452,0.656,46.5,28.216,44.974,229.8,1
800.491,119.909,214.5,214.8,220.1,224.8,2196.122,1765.485,3.13,0.146,24.338,2.036,0.452,0.656,46.5,28.216,44.974,229.8,1
800.491,119.909,214.6,214.6,220.1,224.8,2167.27,1767.816,3.314,0.144,24.336,2.044,0.45,0.654,46,28.262,44.969,229.8,1
800.491,119.909,214.6,214.6,220.1,224.8,2167.27,1767.816,3.314,0.144,24.336,2.044,0.45,0.654,46,28.262,44.969,229.8,1
800.491,119.909,214.6,214.6,220.1,225,2169.407,1782.971,3.494,0.146,24.336,2.018,0.45,0.65,45.2,27.864,44.959,229.8,1
800.307,119.909,214.8,214.6,220.1,225,2190.002,1783.554,2.874,0.148,24.338,2.034,0.452,0.658,44.4,27.757,44.999,229.8,1
800.307,119.909,214.8,214.6,220.1,225,2190.002,1783.554,2.874,0.148,24.338,2.034,0.452,0.658,44.4,27.757,44.999,229.8,1
800.491,119.909,214.8,214.8,220.1,224.8,2192.916,1783.651,3.128,0.148,24.338,2.062,0.452,0.654,43.4,28.058,44.974,230,1
800.491,119.909,214.8,214.8,220.1,224.8,2192.916,1783.651,3.128,0.148,24.338,2.062,0.452,0.654,43.4,28.058,44.974,230,1
800.675,119.909,214.6,214.8,220.1,224.8,2183.688,1769.953,3.426,0.148,24.338,2.03,0.452,0.654,42.7,27.777,44.989,229.8,0
800.491,119.909,214.6,214.6,220.1,224.8,2183.007,1798.319,3.066,0.148,24.338,2.04,0.452,0.652,42,27.696,44.979,229.8,1
800.491,119.909,214.6,214.6,220.1,224.8,2183.007,1798.319,3.066,0.148,24.338,2.04,0.452,0.652,42,27.696,44.979,229.8,1
800.491,119.909,214.6,214.6,220.1,225,2181.939,1758.588,2.874,0.148,24.338,2.042,0.452,0.658,41.5,27.589,44.959,229.8,1
800.491,119.909,214.6,214.6,220.1,225,2181.939,1758.588,2.874,0.148,24.338,2.042,0.452,0.658,41.5,27.589,44.959,229.8,1
800.491,119.909,214.6,214.8,220.1,225,2187.767,1789.868,3.074,0.148,24.338,2.044,0.452,0.656,41,27.584,44.979,229.8,1
800.491,119.909,214.6,214.8,220.1,225,2187.767,1789.868,3.074,0.148,24.338,2.044,0.452,0.656,41,27.584,44.979,229.8,1
800.491,119.909,214.6,214.6,220.1,225,2189.613,1795.016,3.238,0.148,24.338,2.044,0.452,0.658,40.7,27.523,44.974,229.8,1
800.491,119.909,214.6,214.6,220.1,225,2191.75,1772.771,3.24,0.148,24.338,2.022,0.452,0.654,40.5,27.069,44.994,229.8,0
800.491,119.909,214.6,214.6,220.1,225,2191.75,1772.771,3.24,0.148,24.338,2.022,0.452,0.654,40.5,27.069,44.994,229.8,0
800.307,119.909,214.6,214.8,220.1,225,2189.807,1799.582,2.91,0.148,24.338,2.044,0.452,0.656,40.4,27.028,44.989,229.8,1
800.307,119.909,214.6,214.8,220.1,225,2189.807,1799.582,2.91,0.148,24.338,2.044,0.452,0.656,40.4,27.028,44.989,229.8,1
800.675,119.909,214.6,214.8,220.1,225,2193.887,1806.674,3.598,0.148,24.338,2.042,0.452,0.658,40.2,26.967,44.984,229.8,0
800.491,119.909,214.6,214.6,220.1,225,2188.933,1807.742,3.028,0.148,24.338,2.028,0.452,0.656,40,26.59,44.984,229.8,1
800.491,119.909,214.6,214.6,220.1,225,2188.933,1807.742,3.028,0.148,24.338,2.028,0.452,0.656,40,26.59,44.984,229.8,1
800.675,119.909,214.6,214.8,220.1,224.8,2183.007,1829.405,3.326,0.158,24.338,2.04,0.452,0.654,40,26.559,44.989,229.8,1
800.675,119.909,214.6,214.8,220.1,224.8,2183.007,1829.405,3.326,0.158,24.338,2.04,0.452,0.654,40,26.559,44.989,229.8,1
800.675,119.909,214.6,214.8,220.1,224.8,2183.882,1827.851,3.466,0.148,24.338,2.048,0.452,0.654,40.2,26.682,44.974,229.8,1
800.675,119.909,214.6,215,220,224.8,2186.699,1815.222,3.804,0.148,24.338,2.036,0.452,0.658,40.2,26.488,44.979,230,1
800.675,119.909,214.6,215,220,224.8,2186.699,1815.222,3.804,0.148,24.338,2.036,0.452,0.658,40.2,26.488,44.979,230,1
800.491,119.909,214.8,214.8,220.1,224.8,2183.785,1820.371,3.262,0.148,24.338,2.058,0.452,0.652,40.5,26.687,44.943,230,0
800.491,119.909,214.8,214.8,220.1,224.8,2183.785,1820.371,3.262,0.148,24.338,2.058,0.452,0.652,40.5,26.687,44.943,230,1
800.675,119.909,214.6,214.8,220.1,224.8,2186.31,1815.319,3.218,0.148,24.338,2.034,0.452,0.656,40.5,26.483,44.959,229.8,1
800.675,119.909,214.6,214.8,220.1,224.8,2186.31,1815.319,3.218,0.148,24.338,2.034,0.452,0.656,40.5,26.483,44.959,229.8,1
800.675,119.909,214.6,214.8,220.1,225,2185.436,1836.691,3.814,0.148,24.338,2.006,0.452,0.656,40.7,25.902,44.943,229.8,1
800.491,119.909,214.8,214.8,220.1,225,2180.773,1822.994,3.006,0.148,24.338,2.05,0.452,0.654,41,26.213,44.989,229.8,1
800.491,119.909,214.8,214.8,220.1,225,2180.773,1822.994,3.006,0.148,24.338,2.05,0.452,0.654,41,26.213,44.989,229.8,1
800.675,119.909,214.8,214.8,220.1,225,2190.39,1855.051,3.34,0.148,24.368,2.054,0.452,0.654,41.2,26.427,44.989,229.8,1
800.675,119.909,214.8,214.8,220.1,225,2190.39,1855.051,3.34,0.148,24.368,2.054,0.452,0.654,41.2,26.427,44.989,229.8,1
800.491,119.909,214.8,215.1,220.1,225,2185.242,1840.577,3.926,0.148,24.338,2.022,0.452,0.654,41.4,26.019,44.948,229.8,1
800.675,119.909,215,215,220.1,225,2191.362,1831.251,3.152,0.148,24.338,2.074,0.452,0.656,41.5,26.605,44.964,229.8,1
800.675,119.909,215,215,220.1,225,2191.362,1831.251,3.152,0.148,24.338,2.074,0.452,0.656,41.5,26.605,44.964,229.8,1
800.675,119.909,215,215.1,220.3,225,2187.476,1805.994,3.968,0.158,24.338,2.032,0.452,0.658,41.9,26.32,44.984,229.8,0
800.675,119.909,215,215.1,220.3,225,2187.476,1805.994,3.968,0.158,24.338,2.032,0.452,0.658,41.9,26.32,44.984,229.8,1
800.675,119.909,214.6,215,220.3,225,2189.516,1827.268,3.218,0.158,24.338,2.058,0.452,0.654,42,26.498,44.953,229.8,1
800.675,119.909,214.8,215.1,220.3,225,2170.185,1809.491,3.834,0.158,24.338,2.044,0.452,0.656,42.2,26.411,44.989,229.8,0
800.675,119.909,214.8,215.1,220.3,225,2170.185,1809.491,3.834,0.158,24.338,2.044,0.452,0.656,42.2,26.411,44.989,229.8,1
800.675,119.909,215,215.1,220.3,225,2201.27,1839.314,3.098,0.148,24.34,2.044,0.454,0.656,42.4,26.371,44.984,229.8,1
800.675,119.909,215,215.1,220.3,225,2201.27,1839.314,3.098,0.148,24.34,2.044,0.454,0.656,42.4,26.371,44.984,229.8,1
800.307,119.909,214.8,215.1,220.3,225,2180.19,1788.896,2.926,0.146,24.338,2.03,0.452,0.654,42.7,26.106,44.994,229.8,1
800.307,119.909,214.8,215.1,220.3,225,2180.19,1788.896,2.926,0.146,24.338,2.03,0.452,0.654,42.7,26.106,44.994,229.8,1
800.675,119.909,214.6,215.3,220.3,224.8,2183.007,1834.36,3.21,0.146,24.338,2.052,0.452,0.654,42.7,26.208,44.979,230,1
800.675,119.909,215.1,215.3,220.3,224.8,2196.899,1832.222,3.458,0.146,24.34,2.024,0.454,0.656,43,26.09,44.943,230,1
800.675,119.909,215.1,215.3,220.3,224.8,2196.899,1832.222,3.458,0.146,24.34,2.024,0.454,0.656,43,26.09,44.943,230,1
800.86,119.909,215.1,215.1,220.3,225,2190.196,1850.777,3.284,0.144,24.338,2.054,0.452,0.656,43.2,26.34,44.948,229.8,1
800.86,119.909,215.1,215.1,220.3,225,2190.196,1850.777,3.284,0.144,24.338,2.054,0.452,0.656,43.2,26.34,44.948,229.8,1
800.86,119.909,214.8,215.3,220.3,225,2181.842,1832.028,3.238,0.146,24.338,2.06,0.452,0.654,43.4,26.58,44.969,229.8,1
800.491,119.909,215.1,215.5,220.3,225,2183.299,1791.616,3.042,0.144,24.338,2.054,0.452,0.656,43.4,26.901,44.984,229.8,1
800.491,119.909,215.1,215.5,220.3,225,2183.299,1791.616,3.042,0.144,24.338,2.054,0.452,0.656,43.4,26.901,44.984,229.8,1
801.229,119.909,215.5,215.5,220.3,225,2190.876,1804.731,3.258,0.146,24.338,2.07,0.452,0.656,43.5,27.426,44.964,229.8,1
801.229,119.909,215.5,215.5,220.3,225,2190.876,1804.731,3.258,0.146,24.338,2.07,0.452,0.656,43.5,27.426,44.964,229.8,1
801.044,119.909,215.3,215.6,220.3,225,2182.522,1774.519,3.25,0.146,24.338,2.048,0.452,0.654,43.7,27.405,44.943,229.8,1
801.044,119.909,215.1,215.6,220.3,225,2191.653,1790.645,3.082,0.146,24.338,2.05,0.452,0.658,44,27.405,44.969,229.8,1
801.044,119.909,215.1,215.6,220.3,225,2191.653,1790.645,3.082,0.146,24.338,2.05,0.452,0.658,44,27.405,44.969,229.8,1
